Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
10.10.2021;00:03:12;15,6;15,4;0;26,4;26,6;0,0;17,0;100;0;0,0;16;57,4;57,4;40,0;0;8200;48,5;8,0;35,0;0;43,5;8,0;8,0;0,00;0,00;0;0;48,0;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,4;57,4;0;0;0;170;1;0;0;0;0;
10.10.2021;00:04:12;15,6;15,5;0;26,4;26,6;0,0;17,0;100;0;0,0;16;57,4;57,4;40,0;0;8200;48,4;8,0;35,0;0;43,4;8,0;8,0;0,00;0,00;0;0;48,1;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,4;57,4;0;0;0;170;1;0;0;0;0;
10.10.2021;00:05:12;15,6;15,4;0;26,5;26,6;0,0;17,0;100;0;0,0;16;57,4;57,4;40,0;0;8200;48,3;8,0;35,0;0;43,4;8,0;8,0;0,00;0,00;0;0;48,1;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,5;57,4;0;0;0;170;1;0;0;0;0;
10.10.2021;00:06:12;15,6;15,4;0;26,5;26,6;0,0;17,0;100;0;0,0;16;57,4;57,4;40,0;0;8200;48,3;8,0;35,0;0;43,4;8,0;8,0;0,00;0,00;0;0;48,1;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,5;57,4;0;0;0;170;1;0;0;0;0;
10.10.2021;00:07:12;15,5;15,4;0;26,5;26,8;0,0;17,0;100;0;0,0;16;57,3;57,3;40,0;0;8200;48,2;8,0;35,0;0;43,3;8,0;8,0;0,00;0,00;0;0;48,1;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,5;57,3;0;0;0;170;1;0;0;0;0;
10.10.2021;00:08:12;15,5;15,4;0;26,6;26,8;0,0;17,0;100;0;0,0;16;57,3;57,3;40,0;0;8200;48,2;8,0;35,0;0;43,2;8,0;8,0;0,00;0,00;0;0;48,1;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,6;57,3;0;0;0;170;1;0;0;0;0;
10.10.2021;00:09:12;15,5;15,4;0;26,6;26,8;0,0;17,0;100;0;0,0;16;57,3;57,3;40,0;0;8200;48,1;8,0;35,0;0;43,2;8,0;8,0;0,00;0,00;0;0;48,0;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,6;57,3;0;0;0;170;1;0;0;0;0;
10.10.2021;00:10:12;15,5;15,5;0;26,6;26,8;0,0;17,0;100;0;0,0;16;57,3;57,3;40,0;0;8200;48,0;8,0;35,0;0;43,1;8,0;8,0;0,00;0,00;0;0;48,1;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,6;57,3;0;0;0;170;1;0;0;0;0;
10.10.2021;00:11:12;15,5;15,5;0;26,6;26,8;0,0;17,0;100;0;0,0;16;57,2;57,2;40,0;0;8200;47,9;40,0;35,0;0;43,0;8,0;8,0;0,00;0,00;0;0;48,0;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,6;57,2;0;0;0;170;1;0;0;0;0;
10.10.2021;00:12:12;15,5;15,5;0;26,7;26,8;0,0;17,0;100;0;0,0;16;57,2;57,2;40,0;0;8200;47,9;40,0;35,0;0;42,8;8,0;8,0;0,00;0,00;0;0;48,1;110,0;6000;0;99;0;0;0;0;0;1;0;0;0;0;0;26,6;57,2;0;0;0;170;1;0;0;0;0;
