Datum ;Zeit ;AT [°C];ATakt [°C];PE1_BR1 ;HK1 VL Ist[°C];HK1 VL Soll[°C];HK1 RT Ist[°C];HK1 RT Soll[°C];HK1 Pumpe;HK1 Mischer;HK1 Fernb[°C];HK1 Status;WW1 EinT Ist[°C];WW1 AusT Ist[°C];WW1 Soll[°C];WW1 Pumpe;WW1 Status;PE1 KT[°C];PE1 KT_SOLL[°C];PE1 UW Freigabe[°C];PE1 Modulation[%];PE1 FRT Ist[°C];PE1 FRT Soll[°C];PE1 FRT End[°C];PE1 Einschublaufzeit[zs];PE1 Pausenzeit[zs];PE1 Luefterdrehzahl[%];PE1 Saugzugdrehzahl[%];PE1 Unterdruck Ist[EH];PE1 Unterdruck Soll[EH];PE1 Fuellstand[kg];PE1 Fuellstand ZWB[kg];PE1 Status;PE1 Motor ES;PE1 Motor RA;PE1 Motor RES1;PE1 Motor TURBINE;PE1 Motor ZUEND;PE1 Motor UW[%];PE1 Motor AV;PE1 Motor RES2;PE1 Motor MA;PE1 Motor RM;PE1 Motor SM;PE1 Res1 Temp.[°C];PE1 Res2 Temp.[°C];PE1 CAP RA;PE1 CAP ZB;PE1 AK;PE1 Saug-Int[min];PE1 DigIn1;PE1 DigIn2;Fehler1 ;Fehler2 ;Fehler3 ;
13.10.2021;00:03:12;12,4;12,0;0;31,3;31,4;0,0;17,0;100;0;0,0;16;49,1;49,1;40,0;0;8200;38,7;40,0;35,0;58;573,5;486,4;760,0;16,57;80,00;0;45;78,1;78,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;31,3;49,1;1;0;0;168;1;0;0;0;0;
13.10.2021;00:04:12;12,4;12,0;0;31,6;31,4;0,0;17,0;100;0;0,0;16;49,0;49,0;40,0;0;8200;39,4;40,0;35,0;54;557,0;526,4;740,0;13,34;80,00;0;42;73,3;73,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;31,6;49,0;1;0;0;167;1;0;0;0;0;
13.10.2021;00:05:12;12,4;12,0;0;31,9;31,4;0,0;17,0;100;0;0,0;16;49,0;49,0;40,0;0;8200;40,1;40,0;35,0;50;514,1;558,4;720,0;12,98;80,00;0;40;72,0;70,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;31,9;49,0;1;0;0;167;1;0;0;0;0;
13.10.2021;00:06:12;12,4;12,0;0;32,1;31,4;0,0;17,0;100;0;0,0;16;49,0;49,0;40,0;0;8200;40,6;40,0;35,0;50;463,9;583,4;720,0;17,31;80,00;0;39;70,6;70,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,1;49,0;1;0;0;167;1;0;0;0;0;
13.10.2021;00:07:12;12,3;12,0;0;32,2;31,5;0,0;17,0;100;0;0,0;16;48,9;48,9;40,0;0;8200;41,0;40,0;35,0;46;457,5;603,8;710,0;17,52;80,00;0;39;69,5;69,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,2;48,9;1;0;0;167;1;0;0;0;0;
13.10.2021;00:08:12;12,3;12,0;0;32,4;31,5;0,0;17,0;100;0;0,0;16;48,9;48,9;40,0;0;8200;41,3;40,0;35,0;42;441,8;617,4;690,0;18,20;80,00;0;36;65,5;65,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,4;48,9;1;0;0;167;1;0;0;0;0;
13.10.2021;00:09:12;12,3;12,0;0;32,6;31,5;0,0;17,0;100;-1;0,0;16;48,9;48,9;40,0;0;8200;41,5;40,0;35,0;42;447,3;628,4;690,0;18,20;80,00;0;36;65,1;65,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,6;48,9;1;0;0;167;1;0;0;0;0;
13.10.2021;00:10:12;12,3;12,0;0;32,5;31,5;0,0;17,0;100;-1;0,0;16;48,9;48,9;40,0;0;8200;41,6;40,0;35,0;42;460,9;637,9;690,0;18,20;80,00;0;36;65,3;65,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,5;48,9;1;0;0;166;1;0;0;0;0;
13.10.2021;00:11:12;12,3;12,0;0;32,4;31,5;0,0;17,0;100;-1;0,0;16;48,9;48,9;40,0;0;8200;41,9;40,0;35,0;42;464,2;645,9;690,0;18,20;80,00;0;36;65,2;65,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,4;48,9;1;0;0;166;1;0;0;0;0;
13.10.2021;00:12:12;12,3;12,0;0;32,5;31,5;0,0;17,0;100;0;0,0;16;48,9;48,9;40,0;0;8200;42,2;40,0;35,0;38;456,2;651,4;680,0;15,60;80,00;0;35;64,1;64,0;6000;0;4;1;0;1;0;0;1;0;0;0;0;0;32,5;48,8;1;0;0;166;0;0;0;0;0;
13.10.2021;00:13:12;12,3;11,9;0;32,3;31,5;0,0;17,0;100;-1;0,0;16;48,9;48,9;40,0;0;8200;42,6;40,0;35,0;38;446,2;655,8;680,0;15,60;80,00;0;35;64,5;64,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,3;48,9;1;0;0;166;1;0;0;0;0;
13.10.2021;00:14:12;12,3;12,0;0;32,4;31,5;0,0;17,0;100;0;0,0;16;48,9;48,9;40,0;0;8200;43,0;40,0;35,0;30;452,0;659,1;630,0;10,40;80,00;0;35;64,5;63,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,4;48,9;1;0;0;166;1;0;0;0;0;
13.10.2021;00:15:12;12,2;12,0;0;32,5;31,7;0,0;17,0;100;0;0,0;16;49,0;49,0;40,0;0;8200;43,4;40,0;35,0;30;431,5;654,7;630,0;10,40;80,00;0;34;63,8;63,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,5;49,0;1;0;0;166;1;0;0;0;0;
13.10.2021;00:16:12;12,2;11,9;0;32,5;31,7;0,0;17,0;100;0;0,0;16;49,0;49,0;40,0;0;8200;43,7;40,0;35,0;30;415,3;650,8;630,0;10,40;80,00;0;34;63,8;63,0;6000;0;4;0;0;0;0;0;1;1;0;0;0;0;32,5;49,0;1;0;0;166;1;0;0;0;0;
13.10.2021;00:17:12;12,2;11,9;0;32,5;31,7;0,0;17,0;100;0;0,0;16;49,1;49,1;40,0;0;8200;44,0;40,0;35,0;30;402,1;647,7;630,0;10,40;80,00;0;34;63,3;63,0;6000;0;4;0;0;0;0;0;1;1;0;0;0;0;32,5;49,1;1;0;0;165;1;0;0;0;0;
13.10.2021;00:18:12;12,2;11,9;0;32,6;31,7;0,0;17,0;100;0;0,0;16;49,2;49,2;40,0;0;8200;44,2;40,0;35,0;30;392,6;645,0;630,0;10,40;80,00;0;34;63,5;63,0;6000;0;4;0;0;0;0;0;1;1;0;0;0;0;32,6;49,2;1;0;0;165;1;0;0;0;0;
13.10.2021;00:19:12;12,2;11,9;0;32,7;31,7;0,0;17,0;100;0;0,0;16;49,2;49,2;40,0;0;8200;44,5;40,0;35,0;30;403,7;642,7;630,0;10,40;80,00;0;34;63,5;63,0;6000;0;4;0;0;0;0;0;1;1;0;0;0;0;32,7;49,2;1;0;0;165;1;0;0;0;0;
13.10.2021;00:20:12;12,2;11,9;0;32,7;31,7;0,0;17,0;100;0;0,0;16;49,3;49,3;40,0;0;8200;44,7;40,0;35,0;30;397,5;640,7;630,0;10,40;80,00;0;34;63,3;63,0;6000;0;4;0;0;0;0;0;1;1;0;0;0;0;32,7;49,3;1;0;0;165;1;0;0;0;0;
13.10.2021;00:21:12;12,2;11,9;0;32,6;31,7;0,0;17,0;100;-1;0,0;16;49,3;49,3;40,0;0;8200;45,0;40,0;35,0;30;397,5;639,1;630,0;10,40;80,00;0;34;63,6;63,0;6000;0;4;1;0;0;0;0;1;0;0;0;0;0;32,6;49,3;1;0;0;165;1;0;0;0;0;
13.10.2021;00:22:12;12,2;11,8;0;32,6;31,7;0,0;17,0;100;0;0,0;16;49,4;49,4;40,0;0;8200;45,2;40,0;35,0;30;396,4;637,7;630,0;10,40;80,00;0;33;63,2;63,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,6;49,4;1;0;0;165;1;0;0;0;0;
13.10.2021;00:23:12;12,2;11,9;0;32,6;31,7;0,0;17,0;100;0;0,0;16;49,5;49,5;40,0;0;8200;45,6;40,0;35,0;30;388,5;636,5;630,0;10,40;80,00;0;33;63,3;63,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,6;49,5;1;0;0;165;1;0;0;0;0;
13.10.2021;00:24:12;12,1;11,8;0;32,6;31,8;0,0;17,0;100;0;0,0;16;49,7;49,7;40,0;0;8200;45,7;40,0;35,0;30;389,0;635,5;630,0;10,40;80,00;0;33;64,1;63,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,6;49,7;1;0;0;165;1;0;0;0;0;
13.10.2021;00:25:12;12,1;11,8;0;32,6;31,8;0,0;17,0;100;0;0,0;16;49,7;49,7;40,0;0;8200;46,0;40,0;35,0;30;384,2;634,7;630,0;10,40;80,00;0;33;63,4;63,0;6000;0;4;0;0;0;0;0;1;0;0;0;0;0;32,6;49,7;1;0;0;164;1;0;0;0;0;
